       Čas    Pozicija X    Pozicija Y     Hitrost  Dejanska hitrost      Smer   Razdalja do B   Odmik od trase
     [min]      [100 km]      [100 km]      [km/h]            [km/h]       [°]        [100 km]         [100 km]
---------------------------------------------------------------------------------------------------------------
       775        2.4856        3.3157       30.00             37.39      41.5         0.85607         0.000890
       776        2.4894        3.3207       30.00             37.39      41.5         0.84984         0.000884
       777        2.4931        3.3256       30.00             37.39      41.5         0.84361         0.000877
       778        2.4969        3.3306       30.00             37.39      41.5         0.83737         0.000871
       779        2.5006        3.3356       30.00             37.39      41.5         0.83114         0.000864
       780        2.5044        3.3406       30.00             37.39      41.5         0.82491         0.000858
       781        2.5085        3.3446       30.00             34.82      46.5         0.81918         0.000045
       782        2.5124        3.3490       30.00             34.70      51.5         0.81341         0.000513
       783        2.5158        3.3535       30.00             34.55      56.5         0.80766         0.000545
       784        2.5193        3.3582       30.00             34.53      56.9         0.80190         0.000542
       785        2.5227        3.3628       30.00             34.53      56.9         0.79615         0.000538
       786        2.5262        3.3674       30.00             34.53      56.9         0.79039         0.000534
       787        2.5296        3.3720       30.00             34.53      56.9         0.78464         0.000530
       788        2.5331        3.3766       30.00             34.53      56.9         0.77888         0.000526
       789        2.5365        3.3812       30.00             34.53      56.9         0.77312         0.000522
       790        2.5400        3.3858       30.00             34.53      56.9         0.76737         0.000518
       791        2.5434        3.3904       30.00             34.53      56.9         0.76161         0.000514
       792        2.5469        3.3950       30.00             34.53      56.9         0.75586         0.000510
       793        2.5503        3.3996       30.00             34.53      56.9         0.75010         0.000507
       794        2.5538        3.4042       30.00             34.53      56.9         0.74435         0.000503
       795        2.5572        3.4088       30.00             34.53      56.9         0.73859         0.000499
       796        2.5607        3.4134       30.00             34.53      56.9         0.73284         0.000495
       797        2.5641        3.4180       30.00             34.53      56.9         0.72708         0.000491
       798        2.5676        3.4226       30.00             34.53      56.9         0.72133         0.000487
       799        2.5710        3.4273       30.00             34.53      56.9         0.71557         0.000483
       800        2.5745        3.4319       30.00             34.53      56.9         0.70982         0.000479
       801        2.5779        3.4365       30.00             34.53      56.9         0.70406         0.000475
       802        2.5814        3.4411       30.00             34.53      56.9         0.69830         0.000472
       803        2.5848        3.4457       30.00             34.53      56.9         0.69255         0.000468
       804        2.5883        3.4503       30.00             34.53      56.9         0.68679         0.000464
       805        2.5917        3.4549       30.00             34.53      56.9         0.68104         0.000460
       806        2.5952        3.4595       30.00             34.53      56.9         0.67528         0.000456
       807        2.5986        3.4641       30.00             34.53      56.9         0.66953         0.000452
       808        2.6021        3.4687       30.00             34.53      56.9         0.66377         0.000448
       809        2.6055        3.4733       30.00             34.53      56.9         0.65802         0.000444
       810        2.6090        3.4779       30.00             34.53      56.9         0.65226         0.000440
       811        2.6124        3.4825       30.00             34.53      56.9         0.64651         0.000437
       812        2.6159        3.4871       30.00             34.53      56.9         0.64075         0.000433
       813        2.6193        3.4917       30.00             34.53      56.9         0.63500         0.000429
       814        2.6228        3.4964       30.00             34.53      56.9         0.62924         0.000425
       815        2.6262        3.5010       30.00             34.53      56.9         0.62349         0.000421
       816        2.6297        3.5056       30.00             34.53      56.9         0.61773         0.000417
       817        2.6331        3.5102       30.00             34.53      56.9         0.61197         0.000413
       818        2.6366        3.5148       30.00             34.53      56.9         0.60622         0.000409
       819        2.6400        3.5194       30.00             34.53      56.9         0.60046         0.000405
       820        2.6435        3.5240       30.00             34.53      56.9         0.59471         0.000402
       821        2.6469        3.5286       30.00             34.53      56.9         0.58895         0.000398
       822        2.6504        3.5332       30.00             34.53      56.9         0.58320         0.000394
       823        2.6538        3.5378       30.00             34.53      56.9         0.57744         0.000390
       824        2.6573        3.5424       30.00             34.53      56.9         0.57169         0.000386
       825        2.6607        3.5470       30.00             34.53      56.9         0.56593         0.000382
       826        2.6642        3.5516       30.00             34.53      56.9         0.56018         0.000378
       827        2.6676        3.5562       30.00             34.53      56.9         0.55442         0.000374
       828        2.6711        3.5608       30.00             34.53      56.9         0.54867         0.000371
       829        2.6745        3.5655       30.00             34.53      56.9         0.54291         0.000367
       830        2.6780        3.5701       30.00             34.53      56.9         0.53715         0.000363
       831        2.6814        3.5747       30.00             34.53      56.9         0.53140         0.000359
       832        2.6849        3.5793       30.00             34.53      56.9         0.52564         0.000355
       833        2.6883        3.5839       30.00             34.53      56.9         0.51989         0.000351
       834        2.6918        3.5885       30.00             34.53      56.9         0.51413         0.000347
       835        2.6952        3.5931       30.00             34.53      56.9         0.50838         0.000343
       836        2.6987        3.5977       30.00             34.53      56.9         0.50262         0.000339
       837        2.7021        3.6023       30.00             34.53      56.9         0.49687         0.000336
       838        2.7056        3.6069       30.00             34.53      56.9         0.49111         0.000332
       839        2.7090        3.6115       30.00             34.53      56.9         0.48536         0.000328
       840        2.7125        3.6161       30.00             34.53      56.9         0.47960         0.000324
       841        2.7152        3.6194       30.00             25.34      61.9         0.47538         0.000477
       842        2.7177        3.6228       30.00             25.16      63.8         0.47119         0.000473
       843        2.7202        3.6261       30.00             25.16      63.8         0.46699         0.000468
       844        2.7227        3.6295       30.00             25.16      63.8         0.46280         0.000464
       845        2.7252        3.6328       30.00             25.16      63.8         0.45860         0.000460
       846        2.7277        3.6362       30.00             25.16      63.8         0.45441         0.000456
       847        2.7302        3.6396       30.00             25.16      63.8         0.45022         0.000452
       848        2.7327        3.6429       30.00             25.16      63.8         0.44602         0.000447
       849        2.7353        3.6463       30.00             25.16      63.8         0.44183         0.000443
       850        2.7378        3.6496       30.00             25.16      63.8         0.43764         0.000439
       851        2.7403        3.6530       30.00             25.16      63.8         0.43344         0.000435
       852        2.7428        3.6563       30.00             25.16      63.8         0.42925         0.000431
       853        2.7453        3.6597       30.00             25.16      63.8         0.42505         0.000426
       854        2.7478        3.6631       30.00             25.16      63.8         0.42086         0.000422
       855        2.7503        3.6664       30.00             25.16      63.8         0.41667         0.000418
       856        2.7528        3.6698       30.00             25.16      63.8         0.41247         0.000414
       857        2.7554        3.6731       30.00             25.16      63.8         0.40828         0.000409
       858        2.7579        3.6765       30.00             25.16      63.8         0.40408         0.000405
       859        2.7604        3.6798       30.00             25.16      63.8         0.39989         0.000401
       860        2.7629        3.6832       30.00             25.16      63.8         0.39570         0.000397
       861        2.7654        3.6866       30.00             25.16      63.8         0.39150         0.000393
       862        2.7679        3.6899       30.00             25.16      63.8         0.38731         0.000388
       863        2.7704        3.6933       30.00             25.16      63.8         0.38311         0.000384
       864        2.7730        3.6966       30.00             25.16      63.8         0.37892         0.000380
       865        2.7755        3.7000       30.00             25.16      63.8         0.37473         0.000376
       866        2.7780        3.7034       30.00             25.16      63.8         0.37053         0.000372
       867        2.7805        3.7067       30.00             25.16      63.8         0.36634         0.000367
       868        2.7830        3.7101       30.00             25.16      63.8         0.36214         0.000363
       869        2.7855        3.7134       30.00             25.16      63.8         0.35795         0.000359
       870        2.7880        3.7168       30.00             25.16      63.8         0.35376         0.000355
       871        2.7905        3.7201       30.00             25.16      63.8         0.34956         0.000351
       872        2.7931        3.7235       30.00             25.16      63.8         0.34537         0.000346
       873        2.7956        3.7269       30.00             25.16      63.8         0.34118         0.000342
       874        2.7981        3.7302       30.00             25.16      63.8         0.33698         0.000338
       875        2.8006        3.7336       30.00             25.16      63.8         0.33279         0.000334
       876        2.8031        3.7369       30.00             25.16      63.8         0.32859         0.000330
       877        2.8056        3.7403       30.00             25.16      63.8         0.32440         0.000325
       878        2.8081        3.7436       30.00             25.16      63.8         0.32021         0.000321
       879        2.8106        3.7470       30.00             25.16      63.8         0.31601         0.000317
       880        2.8132        3.7504       30.00             25.16      63.8         0.31182         0.000313
       881        2.8157        3.7537       30.00             25.16      63.8         0.30762         0.000309
       882        2.8182        3.7571       30.00             25.16      63.8         0.30343         0.000304
       883        2.8207        3.7604       30.00             25.16      63.8         0.29924         0.000300
       884        2.8232        3.7638       30.00             25.16      63.8         0.29504         0.000296
       885        2.8257        3.7671       30.00             25.16      63.8         0.29085         0.000292
       886        2.8282        3.7705       30.00             25.16      63.8         0.28665         0.000287
       887        2.8308        3.7739       30.00             25.16      63.8         0.28246         0.000283
       888        2.8333        3.7772       30.00             25.16      63.8         0.27827         0.000279
       889        2.8358        3.7806       30.00             25.16      63.8         0.27407         0.000275
       890        2.8383        3.7839       30.00             25.16      63.8         0.26988         0.000271
       891        2.8408        3.7873       30.00             25.16      63.8         0.26568         0.000266
       892        2.8433        3.7907       30.00             25.16      63.8         0.26149         0.000262
       893        2.8458        3.7940       30.00             25.16      63.8         0.25730         0.000258
       894        2.8483        3.7974       30.00             25.16      63.8         0.25310         0.000254
       895        2.8509        3.8007       30.00             25.16      63.8         0.24891         0.000250
       896        2.8534        3.8041       30.00             25.16      63.8         0.24472         0.000245
       897        2.8559        3.8074       30.00             25.16      63.8         0.24052         0.000241
       898        2.8584        3.8108       30.00             25.16      63.8         0.23633         0.000237
       899        2.8609        3.8142       30.00             25.16      63.8         0.23213         0.000233
       900        2.8634        3.8175       30.00             25.16      63.8         0.22794         0.000229
       901        2.8660        3.8215       30.00             28.31      58.8         0.22323         0.000061
       902        2.8689        3.8252       30.00             28.38      55.4         0.21850         0.000060
       903        2.8717        3.8290       30.00             28.38      55.4         0.21377         0.000059
       904        2.8745        3.8328       30.00             28.38      55.4         0.20904         0.000058
       905        2.8774        3.8366       30.00             28.38      55.4         0.20431         0.000056
       906        2.8802        3.8404       30.00             28.38      55.4         0.19958         0.000055
       907        2.8830        3.8441       30.00             28.38      55.4         0.19485         0.000054
       908        2.8859        3.8479       30.00             28.38      55.4         0.19012         0.000052
       909        2.8887        3.8517       30.00             28.38      55.4         0.18539         0.000051
       910        2.8916        3.8555       30.00             28.38      55.4         0.18067         0.000050
       911        2.8944        3.8593       30.00             28.38      55.4         0.17594         0.000048
       912        2.8972        3.8631       30.00             28.38      55.4         0.17121         0.000047
       913        2.9001        3.8668       30.00             28.38      55.4         0.16648         0.000046
       914        2.9029        3.8706       30.00             28.38      55.4         0.16175         0.000045
       915        2.9058        3.8744       30.00             28.38      55.4         0.15702         0.000043
       916        2.9086        3.8782       30.00             28.38      55.4         0.15229         0.000042
       917        2.9114        3.8820       30.00             28.38      55.4         0.14756         0.000041
       918        2.9143        3.8858       30.00             28.38      55.4         0.14283         0.000039
       919        2.9171        3.8895       30.00             28.38      55.4         0.13810         0.000038
       920        2.9199        3.8933       30.00             28.38      55.4         0.13337         0.000037
       921        2.9228        3.8971       30.00             28.38      55.4         0.12864         0.000035
       922        2.9256        3.9009       30.00             28.38      55.4         0.12391         0.000034
       923        2.9285        3.9047       30.00             28.38      55.4         0.11918         0.000033
       924        2.9313        3.9085       30.00             28.38      55.4         0.11445         0.000032
       925        2.9341        3.9122       30.00             28.38      55.4         0.10972         0.000030
       926        2.9370        3.9160       30.00             28.38      55.4         0.10500         0.000029
       927        2.9398        3.9198       30.00             28.38      55.4         0.10027         0.000028
       928        2.9427        3.9236       30.00             28.38      55.4         0.09554         0.000026
       929        2.9455        3.9274       30.00             28.38      55.4         0.09081         0.000025
       930        2.9483        3.9312       30.00             28.38      55.4         0.08608         0.000024
       931        2.9512        3.9349       30.00             28.38      55.4         0.08135         0.000022
       932        2.9540        3.9387       30.00             28.38      55.4         0.07662         0.000021
       933        2.9569        3.9425       30.00             28.38      55.4         0.07189         0.000020
       934        2.9597        3.9463       30.00             28.38      55.4         0.06716         0.000019
       935        2.9625        3.9501       30.00             28.38      55.4         0.06243         0.000017
       936        2.9654        3.9538       30.00             28.38      55.4         0.05770         0.000016
       937        2.9682        3.9576       30.00             28.38      55.4         0.05297         0.000015
       938        2.9710        3.9614       30.00             28.38      55.4         0.04824         0.000013
       939        2.9739        3.9652       30.00             28.38      55.4         0.04351         0.000012
       940        2.9767        3.9690       30.00             28.38      55.4         0.03878         0.000011
       941        2.9794        3.9725       28.00             26.38      55.4         0.03439         0.000004
       942        2.9818        3.9757       26.00             24.38      55.6         0.03033         0.000018
       943        2.9841        3.9787       24.00             22.37      55.8         0.02660         0.000031
       944        2.9865        3.9820       26.00             24.37      56.1         0.02254         0.000010
       945        2.9887        3.9849       24.00             22.37      55.8         0.01881         0.000023
       946        2.9908        3.9876       22.00             20.37      56.1         0.01541         0.000036
       947        2.9926        3.9901       20.00             18.37      56.4         0.01235         0.000047
       948        2.9943        3.9923       18.00             16.36      56.8         0.00962         0.000056
       949        2.9957        3.9942       16.00             14.36      57.3         0.00723         0.000064
       950        2.9970        3.9958       14.00             12.35      57.9         0.00517         0.000071
       951        2.9980        3.9972       12.00             10.34      58.7         0.00345         0.000075
---------------------------------------------------------------------------------------------------------------

Arrival time  : 951 min  (15 h 51 min)
Final position: (2.99799, 3.99720)  [units of 100 km]
Distance to B : 0.00345 units  (0.345 km)
